customer_number,BAKERY,CASHPOINT,CONFECTIONARY,DAIRY,DELI,DISCOUNT_BAKERY,DRINKS,FROZEN,FRUIT_VEG,GROCERY_FOOD,GROCERY_HEALTH_PETS,LOTTERY,MEAT,NEWSPAPERS_MAGAZINES,PRACTICAL_ITEMS,PREPARED_MEALS,SEASONAL_GIFTING,SOFT_DRINKS,TOBACCO,WORLD_FOODS
858,21.75,0.00,19.02,323.06,0.00,12.15,18.29,35.11,90.29,74.20,29.28,0.00,23.63,5.36,0.00,11.04,0.00,2.38,0.00,0.00
859,11.08,20.00,92.48,45.07,0.00,0.00,3.40,3.00,21.98,16.19,14.95,0.00,3.98,5.32,0.00,16.94,0.00,4.87,0.00,3.92
867,36.61,0.00,54.69,39.82,2.55,0.00,0.00,8.15,4.65,72.44,3.20,0.00,4.91,2.32,0.00,0.59,0.00,0.50,0.00,2.38
871,12.26,45.00,255.55,88.22,0.00,0.00,0.00,19.80,102.65,22.09,27.90,7.00,12.99,16.35,0.00,4.84,2.55,6.47,0.00,1.49
872,17.14,0.00,27.87,70.43,7.33,0.00,0.00,52.71,92.69,68.15,34.98,0.00,132.61,6.29,0.00,4.01,2.11,1.18,0.00,11.93
896,7.14,0.00,25.59,29.99,0.89,0.00,49.72,4.27,73.94,27.37,30.65,15.00,0.00,3.05,0.00,24.92,4.06,1.23,0.00,4.95
898,19.25,0.00,46.52,112.80,0.00,0.00,86.54,22.66,183.29,56.49,14.46,0.00,192.71,2.99,0.00,31.06,5.25,4.82,0.00,5.84
905,42.29,0.00,91.61,193.64,18.26,0.00,40.45,46.87,316.87,249.32,68.51,0.00,174.88,12.09,0.00,24.79,0.00,19.51,0.00,1.56
906,3.49,0.00,20.32,47.10,12.02,0.00,54.40,21.17,143.52,31.53,29.49,0.00,31.33,5.96,2.72,16.40,0.00,0.55,0.00,4.66
910,33.85,0.00,155.73,117.16,40.97,0.00,29.54,14.93,24.56,36.36,29.80,36.00,7.47,13.60,0.00,44.03,0.00,33.93,0.00,6.19
912,2.09,0.00,43.37,56.41,7.87,0.00,54.78,34.15,77.24,88.98,36.36,0.00,61.33,0.60,0.00,18.23,29.95,0.00,0.00,1.88
914,15.50,0.00,59.53,115.57,2.31,0.00,0.00,74.58,171.35,98.10,14.09,0.00,25.89,22.71,0.00,23.99,5.08,3.44,0.00,4.46
919,0.89,0.00,75.56,36.14,6.80,0.00,51.42,8.25,8.70,50.87,3.82,0.00,8.67,21.48,0.00,19.15,5.06,20.44,0.00,0.00
921,43.83,0.00,250.15,114.94,0.00,0.00,418.28,99.98,127.74,208.95,68.82,1.00,15.88,20.00,0.00,4.68,33.97,67.32,0.00,10.63
925,5.65,17.50,1.46,12.91,0.00,0.00,0.00,3.48,4.03,2.99,7.24,0.00,4.75,0.90,6.38,13.20,0.00,5.05,0.00,2.18
928,3.96,35.00,11.04,40.33,9.92,0.00,0.00,17.10,25.12,55.94,54.83,0.00,0.97,1.75,5.29,4.83,0.00,6.51,351.06,0.00
935,20.62,0.00,42.79,79.75,26.38,3.58,87.98,1.89,23.40,137.51,46.58,0.00,15.62,4.89,0.00,8.53,0.00,0.66,0.00,0.19
937,14.72,55.00,77.89,73.01,4.85,0.00,476.80,14.43,48.04,24.48,32.53,9.00,83.68,0.42,12.31,22.34,12.89,21.91,0.00,6.78
942,48.28,0.00,75.66,69.33,0.00,0.00,0.00,38.87,73.88,109.66,102.55,0.00,11.00,3.80,2.12,84.21,2.09,31.87,0.00,2.28
945,12.25,0.00,70.89,32.21,0.00,0.00,122.45,9.31,30.41,129.54,22.69,0.00,18.94,10.35,0.00,48.21,0.84,31.56,0.00,19.79
946,8.09,30.00,76.32,73.00,0.00,45.37,0.00,177.52,55.68,122.09,33.93,0.00,189.88,1.70,0.76,16.58,2.69,14.73,0.00,0.00
951,18.11,5.00,47.26,39.36,0.00,0.00,28.18,13.98,76.73,51.17,6.78,0.00,2.59,0.00,1.83,1.59,0.00,0.50,0.00,0.99
953,58.43,0.00,32.09,67.15,0.00,0.00,0.00,5.78,63.13,52.91,23.28,0.00,30.91,3.15,0.00,65.15,0.00,27.21,0.00,0.00
972,1.35,0.00,29.74,38.22,11.00,0.00,3.40,14.08,13.71,26.45,21.49,0.00,2.49,1.96,0.00,0.59,0.00,2.22,0.00,3.56
974,66.10,0.00,90.40,9.79,0.00,0.00,34.44,20.91,374.93,32.23,58.12,2.00,132.01,0.65,0.00,12.62,11.90,11.97,0.00,0.00
977,18.08,0.00,65.17,138.07,1.76,0.00,242.65,18.73,233.83,157.24,54.66,0.00,112.29,21.69,5.52,16.27,1.86,3.09,0.00,3.69
1008,119.17,0.00,202.78,320.47,19.71,0.00,167.80,46.78,425.85,423.47,145.91,0.00,94.23,34.21,1.61,34.18,0.00,24.22,0.00,3.46
1015,0.00,0.00,31.37,25.61,6.55,0.70,12.26,5.99,26.92,14.00,32.77,0.00,19.67,0.50,0.00,0.00,0.00,2.24,0.00,0.00
1018,15.54,0.00,93.54,176.90,13.40,0.00,8.50,27.19,339.91,185.93,35.32,0.00,9.75,15.29,1.52,13.62,2.07,5.72,0.00,2.19
1019,12.21,70.00,87.36,58.37,51.51,0.00,384.34,8.43,172.97,122.54,33.81,0.00,54.89,9.58,3.40,31.11,4.65,22.84,0.00,0.59
1024,10.88,0.00,6.28,35.13,0.00,0.00,0.00,0.82,15.47,9.56,15.71,0.00,1.59,6.50,4.25,19.35,0.00,1.57,0.00,0.99
1030,0.00,0.00,45.65,13.36,0.00,0.00,0.00,21.43,21.64,15.03,32.04,2.00,8.17,0.50,0.00,7.91,0.00,14.12,0.00,7.31
1031,0.00,0.00,0.87,10.69,2.45,0.00,8.50,9.02,10.92,6.33,0.63,0.00,1.49,2.03,0.00,0.00,25.53,1.41,0.00,0.89
1037,8.09,0.00,69.97,146.11,0.00,0.00,0.00,20.66,74.28,39.39,15.59,8.50,5.22,16.33,13.58,1.65,1.44,5.68,0.00,4.95
1043,15.49,0.00,50.66,182.93,12.15,0.00,0.00,54.04,54.22,98.34,27.78,0.00,58.63,1.40,0.00,34.21,0.00,0.00,0.00,8.67
1045,9.11,0.00,61.51,9.46,0.00,0.00,0.00,18.55,11.78,32.55,10.00,0.00,2.49,0.00,0.00,25.28,0.84,1.49,0.00,0.00
1046,23.64,80.00,79.06,286.11,0.00,0.00,169.71,31.25,121.75,96.87,24.83,0.00,79.69,0.00,0.00,17.00,0.00,0.49,0.00,0.00
1050,3.60,0.00,11.41,19.06,0.00,0.00,134.46,0.00,47.88,53.35,29.26,0.00,20.94,0.90,0.00,15.55,1.18,2.56,0.00,0.00
1060,41.42,20.00,62.00,99.96,1.30,0.00,0.00,11.05,87.30,28.77,26.62,8.00,48.27,9.50,0.00,45.29,116.37,17.24,0.00,0.00
1064,8.16,0.00,31.86,38.62,4.70,5.74,517.62,12.63,79.83,79.07,10.04,0.00,42.66,16.20,1.95,7.00,6.80,0.00,0.00,0.80
1071,4.12,0.00,22.60,41.61,7.83,0.00,26.17,8.42,60.16,19.77,8.80,0.00,7.38,1.00,0.00,11.50,89.45,11.61,0.00,11.10
1073,24.96,53.00,69.47,123.16,4.46,0.00,52.96,34.43,160.17,80.07,48.33,2.00,50.54,6.25,0.00,21.17,0.84,0.43,0.00,15.49
1074,12.88,0.00,33.55,31.64,20.31,0.00,0.00,26.01,5.54,22.29,7.62,0.00,3.40,18.58,0.00,40.70,0.00,12.14,0.00,0.00
1075,7.84,15.00,39.79,27.41,1.50,0.00,29.71,6.87,16.96,17.75,25.26,0.00,0.00,0.85,0.00,4.02,2.74,10.78,0.00,0.00
1076,25.73,0.00,37.08,23.07,0.00,0.00,7.65,9.90,39.35,49.51,3.56,0.00,6.16,12.30,0.00,31.35,0.00,2.08,0.00,0.00
1078,8.54,0.00,27.43,36.51,0.00,2.54,0.00,17.69,23.08,12.53,13.87,0.00,8.28,11.71,0.00,9.75,0.00,13.49,0.00,0.00
1079,20.96,0.00,201.69,354.72,59.05,0.00,0.00,112.71,375.80,275.77,87.05,0.00,133.02,22.71,17.19,86.62,20.06,8.21,0.00,1.44
1081,7.51,15.00,13.71,66.49,0.00,0.00,29.58,8.96,24.17,51.41,13.86,0.00,13.33,11.42,0.00,6.42,0.00,2.54,0.00,0.00
1083,12.38,0.00,44.84,147.99,1.69,0.00,156.62,36.84,96.12,65.84,22.29,0.00,30.91,6.30,0.00,11.32,6.80,3.85,7.11,32.26
1089,5.15,0.00,39.72,33.83,14.83,1.00,0.00,4.96,1.67,4.92,14.10,0.00,3.49,1.72,0.00,4.00,0.00,66.75,0.00,0.00
1096,3.11,0.00,9.27,50.61,0.00,0.00,166.77,3.25,47.75,47.47,1.92,0.00,14.47,8.75,0.00,0.00,0.00,12.64,0.00,0.00
1101,12.86,0.00,49.40,76.25,0.00,4.20,28.42,17.15,63.82,74.97,18.34,0.00,136.23,1.20,6.78,21.22,0.00,4.17,0.00,0.99
1109,3.71,0.00,78.35,111.04,14.15,0.00,11.92,12.54,59.16,166.86,21.38,0.00,21.24,0.00,1.86,73.43,0.00,13.29,0.00,0.28
1113,13.97,0.00,76.43,168.24,3.07,0.00,4.76,20.88,92.21,155.69,54.22,0.00,24.80,3.49,0.00,11.35,65.95,1.94,0.00,0.00
1117,14.19,0.00,65.32,142.96,8.15,0.00,0.00,12.68,81.60,74.25,14.17,0.00,29.81,3.15,0.00,4.00,1.33,0.00,0.00,2.67
1118,18.87,0.00,25.74,120.52,3.15,0.00,93.18,13.74,88.25,88.04,84.87,0.00,25.69,0.00,0.00,11.49,0.00,0.00,0.00,2.24
1121,2.91,0.00,37.25,30.11,0.00,0.00,39.36,0.00,78.11,27.27,18.15,0.00,21.81,2.20,0.00,0.00,2.55,5.73,0.00,0.89
1122,24.53,0.00,33.17,268.82,54.01,0.00,0.00,12.92,311.04,212.08,25.38,0.00,64.32,23.53,0.00,8.17,1.01,41.83,0.00,1.98
1128,18.40,140.00,26.60,184.31,0.00,0.00,8.92,24.81,11.03,54.11,29.23,0.00,3.49,32.45,0.84,9.23,4.99,2.20,0.00,0.00
1129,10.00,0.00,60.49,116.66,4.18,0.00,36.14,14.83,101.88,125.01,69.72,0.00,42.42,8.15,30.57,49.55,40.86,16.03,0.00,4.36
1143,11.04,0.00,62.03,128.80,0.00,0.00,0.00,7.66,60.54,150.86,63.66,0.00,16.16,4.70,0.00,32.00,0.00,16.44,0.00,2.27
1145,46.73,67.50,13.66,33.41,0.00,0.00,0.00,21.54,57.62,65.62,29.52,0.00,17.32,5.32,0.00,1.09,0.00,3.36,0.00,0.00
1147,0.00,0.00,179.41,46.50,0.00,0.00,3.40,4.16,62.01,146.23,24.30,2.00,18.80,0.00,0.00,0.00,2.55,3.65,0.00,1.49
1149,84.58,0.00,156.85,405.73,69.55,0.00,14.56,46.83,80.70,195.56,146.01,0.00,14.00,0.58,0.00,23.07,0.00,6.61,0.00,3.04
1152,24.34,0.00,225.75,356.83,3.73,0.00,0.00,44.35,185.95,342.91,472.46,0.00,37.74,20.98,11.89,31.34,23.75,8.39,0.00,0.99
1163,5.48,0.00,39.92,96.43,0.00,0.00,0.00,12.23,43.76,62.18,19.94,0.00,2.09,3.38,3.82,8.65,4.25,9.52,0.00,27.41
1168,29.38,0.00,83.06,352.90,19.42,0.00,25.50,41.11,166.79,218.92,16.20,0.00,42.01,5.50,0.00,15.68,10.79,17.36,0.00,5.34
1172,7.57,0.00,110.78,228.02,0.00,0.00,0.00,6.13,63.50,173.27,78.58,0.00,54.41,0.75,1.27,4.19,0.00,3.05,0.00,0.99
1174,36.43,0.00,22.02,59.07,1.01,0.00,7.33,0.00,0.20,105.32,59.86,0.00,35.54,0.42,0.00,2.98,0.00,0.50,0.00,0.00
1195,41.69,0.00,129.63,139.77,13.03,0.00,0.00,27.59,88.58,99.34,21.11,0.00,63.86,2.52,6.80,53.50,8.24,11.38,0.00,3.07
1201,11.35,0.00,68.75,69.78,4.89,0.00,659.64,85.04,59.58,27.39,15.47,0.00,60.77,2.10,1.92,27.12,0.94,13.49,0.00,0.00
1206,50.37,0.00,81.73,127.26,0.00,0.00,0.00,28.57,88.36,203.52,34.17,0.00,0.00,4.96,0.00,18.15,0.00,15.05,0.00,10.02
1212,25.84,40.00,93.14,44.86,5.00,0.00,58.76,25.02,45.56,34.16,18.26,0.00,6.34,22.09,4.50,29.26,0.84,15.73,0.00,0.56
1218,8.64,0.00,33.67,15.71,1.29,0.00,3.73,5.08,23.04,22.40,8.28,0.00,0.00,1.98,0.00,5.86,0.00,0.50,0.00,3.86
1222,12.86,20.00,21.55,101.47,0.00,0.00,10.20,4.25,69.36,2.44,0.84,0.00,33.51,6.55,0.00,25.41,1.06,1.36,0.00,5.16
1223,32.95,20.00,33.61,89.02,0.00,0.00,4.40,18.64,87.98,125.77,27.29,0.00,43.40,3.25,0.00,21.53,1.68,0.00,0.00,16.34
1224,2.30,0.00,35.49,23.18,0.00,0.00,5.36,16.27,18.22,24.30,5.67,0.00,0.89,5.95,0.00,3.84,10.39,1.36,0.00,4.03
1226,20.62,0.00,63.09,124.32,36.01,0.00,31.23,18.27,163.41,126.68,26.20,0.00,89.77,3.76,4.83,8.76,36.43,5.90,0.00,2.18
1228,25.75,74.57,26.18,120.63,3.39,0.00,5.95,3.17,17.62,6.00,9.03,0.00,16.58,5.05,0.00,8.23,1.15,0.77,0.00,0.89
1233,0.00,0.00,7.13,32.70,0.00,0.00,89.22,125.51,57.17,35.57,12.19,0.00,3.99,12.18,0.00,17.18,0.00,0.00,0.00,2.23
1241,26.41,5.00,103.75,107.82,27.39,21.24,29.47,25.03,73.83,103.21,25.70,1.00,40.81,21.66,7.88,8.78,14.10,3.25,0.00,0.00
1242,22.14,0.00,15.17,4.18,12.39,0.00,62.06,4.48,54.40,64.58,34.34,0.00,46.02,5.48,1.95,12.20,0.00,4.98,0.00,7.27
1250,6.40,0.00,9.17,43.25,0.00,0.00,70.33,8.29,70.01,30.19,6.21,0.00,74.92,10.20,0.00,11.96,2.09,0.00,0.00,17.29
1253,20.73,0.00,116.11,72.14,23.02,0.00,153.12,39.92,56.35,163.99,15.99,0.00,10.42,21.52,2.97,13.49,25.89,8.72,0.00,14.87
1254,11.97,0.00,115.61,150.46,0.00,0.00,229.78,1.95,281.35,48.49,312.29,0.00,53.29,10.57,3.38,62.39,2.36,15.25,0.00,16.73
1257,8.15,0.00,126.88,125.88,0.99,0.00,4.76,24.72,103.11,94.56,39.42,0.00,34.32,0.00,0.00,6.03,0.00,5.92,0.00,9.69
1265,15.50,0.00,44.67,69.95,7.04,0.00,4.25,27.95,48.60,25.04,20.40,4.00,5.27,3.05,1.92,24.88,3.78,5.34,0.00,0.00
1267,4.10,0.00,71.70,30.15,3.44,0.00,4.25,3.68,15.06,43.55,23.75,1.00,57.25,7.97,0.00,13.84,0.00,1.71,0.00,4.95
1268,44.93,0.00,124.60,233.16,0.00,0.00,0.00,21.69,8.26,190.18,10.12,19.00,23.21,0.00,0.00,16.48,0.00,1.90,0.00,15.67
1281,20.70,0.00,63.41,106.39,0.00,21.88,0.00,50.25,72.14,106.62,22.38,0.00,11.20,10.06,0.00,9.51,1.69,38.92,0.00,0.00
1284,16.86,0.00,12.83,39.22,0.00,0.00,0.00,13.47,17.70,26.13,2.04,0.00,36.74,0.00,0.00,9.27,0.00,1.31,0.00,1.98
1286,4.53,0.00,29.90,58.31,33.38,0.00,53.16,6.20,24.34,20.71,63.01,0.00,13.96,5.89,0.00,14.67,24.88,8.14,0.00,33.07
1292,31.87,40.00,89.30,107.51,2.30,0.00,0.00,2.64,66.62,50.21,14.05,72.00,66.71,43.91,1.52,12.62,0.00,6.38,0.00,2.97
1301,15.55,0.00,17.89,40.78,0.00,0.00,6.80,31.92,24.76,12.56,6.78,0.00,15.79,4.30,0.00,16.12,0.00,3.78,0.00,8.41
1308,11.01,0.00,16.35,45.67,4.20,0.00,19.12,6.74,121.15,22.71,18.22,0.00,15.02,5.02,0.00,36.22,0.00,3.40,0.00,4.81
1322,0.00,398.07,23.10,19.56,3.99,0.00,43.72,10.44,81.97,12.06,9.14,0.00,4.99,4.65,0.00,1.99,0.00,2.26,0.00,15.08
1325,2.77,0.00,28.78,56.81,2.88,0.95,105.74,13.84,12.89,19.22,22.81,0.00,7.70,3.74,0.00,0.00,1.27,33.28,0.00,0.00
1330,29.55,0.00,377.58,245.63,0.00,0.00,504.77,0.00,424.44,287.05,73.03,0.00,25.89,22.70,0.00,38.89,17.74,121.25,0.00,1.78
1340,16.24,0.00,59.78,20.73,0.00,0.00,177.37,78.61,42.56,42.67,21.24,0.00,73.83,1.15,0.00,2.91,0.00,11.69,0.00,16.26
1357,21.11,0.00,61.89,162.84,0.00,0.00,0.00,49.80,199.24,228.08,171.73,0.00,96.64,0.00,33.85,14.11,17.21,7.12,0.00,0.62
1364,13.99,5.00,11.80,49.63,0.00,0.00,296.44,14.87,79.38,28.78,21.47,0.00,4.87,5.47,0.00,5.68,3.61,3.10,0.00,16.61
1378,14.22,0.00,111.13,58.42,3.16,0.00,0.00,13.55,140.14,119.16,36.98,0.00,60.83,1.00,1.69,10.18,2.12,12.57,0.00,0.00
1379,11.93,147.00,5.93,11.06,5.03,0.00,30.60,2.75,0.00,66.29,1.78,4.00,0.00,0.00,0.00,0.00,0.00,1.78,0.00,3.96
1382,17.70,0.00,221.92,69.12,0.76,0.00,0.00,0.00,77.59,421.12,46.65,0.00,56.63,3.90,0.00,25.43,27.05,0.00,0.00,0.00
1388,2.47,0.00,62.15,350.32,0.00,0.00,0.00,0.00,234.47,121.35,8.09,0.00,3.35,0.43,0.00,26.16,0.00,6.85,0.00,0.00
1395,14.47,54.00,101.74,69.19,6.34,0.00,0.00,79.06,63.46,60.97,45.95,0.00,34.45,6.70,0.00,33.58,5.06,23.72,82.35,7.26
1397,82.75,30.00,36.11,81.87,0.00,0.00,0.00,19.33,38.04,76.51,2.54,37.00,21.50,5.90,0.00,7.55,1.27,4.56,0.00,6.35
1399,19.32,5.00,51.27,95.65,9.02,0.00,83.94,8.26,58.35,64.29,103.24,0.00,7.48,18.79,0.00,3.34,0.00,2.56,0.00,17.06
1406,6.38,0.00,39.92,112.41,8.04,0.00,0.00,33.58,66.36,219.44,8.44,0.00,51.80,2.80,0.00,6.98,13.44,5.54,0.00,0.00
1412,1.69,0.00,38.48,65.50,3.71,0.00,27.46,9.64,32.35,37.57,7.56,0.00,12.06,0.70,0.00,2.64,0.00,1.65,0.00,0.59
1413,35.68,0.00,270.58,165.38,0.00,0.00,0.00,27.87,160.94,152.82,52.08,0.00,84.09,1.80,3.35,24.82,0.00,63.54,0.00,0.24
1419,8.18,0.00,96.78,39.90,0.00,0.00,0.00,19.14,21.59,28.58,13.23,0.00,30.42,7.33,0.00,3.18,16.13,2.96,0.00,2.80
1421,15.17,0.00,16.28,16.80,1.69,0.00,0.00,12.17,74.45,16.76,52.29,0.00,58.84,4.10,0.00,11.10,0.00,8.45,0.00,3.93
1432,20.04,5.00,103.05,96.64,8.04,0.00,4.26,51.44,35.34,51.85,39.20,0.00,59.55,0.70,0.00,26.62,0.00,14.29,0.00,2.98
1433,12.43,0.00,97.40,73.75,24.40,0.00,0.00,10.74,44.35,73.53,19.92,0.00,5.84,3.66,0.00,1.72,0.00,1.90,0.00,0.00
1437,16.67,0.00,179.98,120.86,2.10,0.00,0.00,113.69,140.53,52.40,130.19,0.00,19.08,0.00,0.67,21.59,0.00,0.93,0.00,0.00
1442,46.92,0.00,80.41,122.96,0.00,0.00,0.00,32.92,136.60,147.40,17.88,0.00,51.16,14.54,0.00,40.18,7.81,13.07,0.00,4.42
1446,7.06,0.00,57.84,185.45,7.95,0.00,54.95,34.21,131.84,104.32,30.92,0.00,14.49,2.55,0.00,25.57,1.27,16.17,0.00,0.00
1454,165.46,95.00,501.68,168.06,0.00,0.00,19.29,254.10,125.64,729.30,152.12,0.00,334.22,2.50,0.00,136.45,2.12,32.49,0.00,0.00
1461,22.08,10.00,111.16,38.39,0.00,0.00,185.70,7.93,23.42,15.24,15.72,16.00,5.58,23.35,0.00,4.62,0.00,22.50,0.00,1.12
1464,18.26,10.00,64.03,124.32,2.79,0.00,25.96,31.48,39.65,56.96,16.31,1.00,18.48,0.00,0.00,13.19,14.24,16.97,0.00,6.20
1469,19.52,0.00,23.24,55.02,4.29,0.00,0.00,5.78,12.66,41.86,24.77,0.00,12.85,1.79,1.61,12.78,0.00,13.92,0.00,0.79
1473,16.08,0.00,54.30,40.99,0.00,0.00,0.00,1.98,12.90,20.84,1.19,0.00,0.00,1.50,1.06,17.80,2.09,3.17,0.00,4.28
1474,6.96,0.00,107.31,98.34,22.40,0.00,68.87,98.21,64.41,92.39,60.16,4.00,78.01,25.34,0.00,16.36,0.00,28.14,0.00,1.24
1480,62.34,100.00,268.45,350.53,42.95,0.00,56.50,61.56,110.75,283.46,103.29,1.00,57.39,1.17,0.00,9.03,17.02,36.90,0.00,4.75
1484,18.20,0.00,88.95,108.78,0.00,0.00,219.75,43.99,102.07,142.08,24.00,0.00,17.27,19.85,2.55,26.73,2.88,3.41,0.00,1.40
1497,33.01,0.00,140.23,108.52,0.00,0.00,0.00,22.09,6.81,11.91,8.79,2.00,0.00,5.90,0.00,0.45,0.84,11.45,0.00,0.00
1500,6.56,0.00,53.14,21.35,0.00,0.00,5.10,8.16,14.27,16.29,19.80,0.00,2.38,3.19,0.00,6.41,1.27,3.87,0.00,0.00
1508,7.13,0.00,15.39,100.05,0.00,0.00,0.00,1.37,98.62,126.84,17.77,0.00,19.28,9.65,0.00,3.33,0.00,16.29,0.00,0.89
1509,11.85,50.00,18.46,111.28,0.00,0.00,50.58,1.25,85.10,77.66,24.73,0.00,14.21,6.86,0.00,21.38,0.00,0.00,0.00,1.56
1511,3.37,0.00,9.42,19.36,4.02,0.00,1.27,6.18,1.84,4.79,9.27,0.00,6.00,4.40,0.00,10.25,2.99,7.81,0.00,6.04
1514,32.02,0.00,194.16,344.65,0.00,0.00,19.59,73.18,43.69,137.19,101.80,0.00,62.98,5.35,0.00,69.53,0.99,77.23,0.00,15.84
1519,32.29,0.00,44.91,67.88,0.00,0.00,0.00,2.56,40.79,18.71,19.97,0.00,39.18,0.00,0.84,9.79,0.00,4.89,0.00,0.00
1520,23.13,0.00,38.70,98.28,0.00,0.00,0.00,27.25,77.60,170.95,80.74,0.00,13.64,1.64,5.44,18.49,0.00,1.06,0.00,0.99
1524,11.28,0.00,58.88,71.73,4.60,0.00,0.00,21.76,145.06,53.50,60.64,0.00,32.59,0.78,0.76,43.88,0.00,12.26,0.00,1.94
1529,28.73,0.00,87.50,18.84,5.45,0.00,6.37,22.10,12.04,21.58,6.40,0.00,18.41,0.35,0.00,5.00,0.00,25.42,0.00,1.98
1540,0.00,60.00,63.82,1.29,0.00,0.00,0.00,1.95,0.00,2.42,19.34,0.00,0.00,0.00,0.00,0.00,0.00,0.84,0.00,0.00
1557,16.06,45.00,122.84,121.73,12.26,0.00,0.00,33.98,8.90,81.60,7.18,0.00,134.94,25.66,0.00,12.65,1.27,2.74,0.00,2.45
1559,23.39,0.00,41.96,215.39,0.00,0.00,2.55,63.58,79.24,22.20,5.77,0.00,0.00,0.00,0.00,34.58,4.74,6.98,0.00,0.00
1567,21.91,0.00,140.63,120.94,0.00,0.00,0.00,42.23,125.92,46.92,9.62,0.00,45.84,3.70,0.00,8.84,0.00,5.84,0.00,0.00
1579,40.72,60.00,73.95,182.42,0.00,0.00,154.12,26.00,233.08,47.55,12.64,6.00,58.88,10.82,0.00,65.46,0.00,12.50,0.00,16.81
1580,3.82,0.00,45.21,33.08,3.85,0.00,193.60,4.04,13.26,13.98,8.23,0.00,17.21,3.00,0.00,20.99,0.00,12.04,0.00,1.88
1588,43.46,0.00,172.60,263.34,22.51,0.00,6.80,49.98,62.29,348.02,24.83,0.00,58.98,12.08,4.63,95.43,3.40,27.29,0.00,21.16
1589,29.57,0.00,60.42,110.82,0.00,0.50,95.79,23.87,84.52,106.88,23.78,0.00,7.90,5.90,11.00,20.19,0.00,19.49,0.00,0.00
1594,4.73,0.00,38.68,20.01,0.00,0.00,402.20,3.40,42.67,62.27,26.02,0.00,74.07,0.00,3.38,3.99,8.47,16.73,0.00,0.00
1595,8.67,0.00,65.27,53.83,6.08,0.00,137.81,12.63,216.30,70.99,24.01,0.00,94.01,2.20,1.06,4.37,1.95,7.94,0.00,0.00
1604,23.37,5.00,164.94,121.67,28.55,0.00,7.91,19.50,134.01,42.66,147.56,0.00,21.33,4.70,1.95,8.42,5.77,49.77,0.00,0.00
1617,9.90,0.00,55.15,164.39,0.00,0.00,2.55,23.31,61.03,34.17,16.56,35.00,68.15,6.26,0.84,3.25,0.00,0.48,0.00,3.78
1623,15.24,15.00,25.63,126.10,0.95,0.00,38.53,20.00,41.03,13.27,13.98,0.00,8.63,2.12,0.00,12.05,0.00,11.62,0.00,0.89
1626,90.52,55.00,53.41,87.84,0.88,0.00,0.00,46.28,19.34,48.67,9.07,34.00,6.79,5.98,0.00,14.47,0.00,32.14,0.00,13.66
1642,4.00,75.00,63.89,44.61,0.00,0.00,0.00,9.35,4.08,17.06,36.72,0.00,7.76,2.77,0.00,0.00,0.42,10.28,0.00,0.00
1652,16.07,0.00,24.87,35.94,0.00,0.00,0.00,2.28,104.34,51.68,14.99,0.00,14.18,2.17,0.00,13.48,0.00,0.84,0.00,4.73
1654,22.98,0.00,45.18,82.71,8.09,0.00,6.80,26.21,56.37,30.53,13.44,3.00,2.89,2.95,0.00,73.18,0.00,13.96,0.00,0.89
1657,13.54,0.00,13.67,23.13,0.00,0.00,0.00,3.49,21.05,15.72,8.24,20.00,26.61,3.99,0.00,11.09,1.69,0.00,0.00,1.19
1663,30.27,0.00,66.05,64.57,4.48,1.25,3.82,10.94,54.13,34.64,5.06,1.00,17.53,11.31,0.00,15.13,2.87,5.30,0.00,8.67
1669,0.00,0.00,47.66,55.64,0.00,0.00,0.00,9.06,48.34,49.14,22.59,0.00,16.37,3.40,0.00,20.67,0.00,0.00,0.00,0.00
1671,13.13,0.00,93.39,125.92,9.01,45.92,0.00,57.79,129.20,46.76,10.90,0.00,36.39,4.41,0.00,22.33,1.83,4.97,0.00,0.62
1676,56.55,0.00,178.33,401.82,0.00,0.00,0.00,50.95,69.65,67.59,157.36,0.00,74.22,5.67,12.78,41.28,42.86,31.81,0.00,0.99
1696,47.25,0.00,202.76,116.68,2.28,0.00,0.00,99.65,72.51,158.24,110.92,0.00,42.11,4.15,1.95,50.96,2.85,58.70,0.00,5.54
1697,56.64,0.00,45.13,117.27,5.27,0.00,0.00,15.52,20.50,37.68,17.60,0.00,5.53,0.00,0.00,17.18,0.84,31.90,0.00,8.97
1704,0.64,0.00,30.41,56.83,0.00,0.00,26.78,0.00,21.71,60.27,26.57,8.00,39.24,7.42,0.00,1.09,0.00,2.22,0.00,7.68
1707,24.46,0.00,55.19,86.37,7.49,0.00,24.15,13.05,112.86,49.62,18.70,37.00,27.60,29.89,8.48,11.10,11.67,3.07,0.00,10.68
1712,42.91,0.00,166.67,259.51,0.00,0.00,58.17,69.19,247.50,438.18,1.61,90.00,15.78,4.63,0.00,35.73,6.75,3.64,0.00,9.62
1716,15.20,0.00,27.48,53.43,0.00,0.00,3.65,0.00,138.11,65.53,15.89,1.00,123.29,3.70,0.00,16.73,8.10,0.00,0.00,15.28
1717,22.99,80.00,162.58,289.29,2.79,8.07,0.00,65.51,164.70,159.36,72.66,5.00,257.10,43.84,0.00,47.28,21.42,320.98,0.00,10.01
1721,12.04,0.00,36.97,97.33,1.20,0.00,20.38,39.22,69.88,101.86,37.71,0.00,48.47,3.45,0.00,21.41,0.00,13.31,0.00,0.00
